"Year","Country","Patents","Country Name","NeonatalRate","Lifeexpectancy","InfantMortality"
2014,"DE",1089,"Germany",2.3,81.0902439,3.3
2014,"DK",237,"Denmark",3.2,80.7,3.5
2014,"FI",42,"Finland",1.4,81.1804878,2.1
2014,"FR",703,"France",2.4,82.7195122,3.5
2014,"GB",533,"United Kingdom",2.7,81.30487805,3.9
2014,"IE",53,"Ireland",2.5,81.34878049,3.3
2014,"IL",265,"Israel",2.1,82.15365854,3.2
2014,"IT",279,"Italy",2.2,83.0902439,3
2014,"JP",1373,"Japan",0.9,83.58780488,2.1
2014,"NL",255,"Netherlands",2.6,81.70731707,3.5
2014,"NO",57,"Norway",1.6,82.1,2.3
2014,"NZ",33,"New Zealand",3.2,81.40487805,4.7
2014,"SE",161,"Sweden",1.6,82.25365854,2.4
2014,"SG",69,"Singapore",1,82.49512195,2.2
2014,"SK",2,"Slovak Republic",3.1,76.81219512,5.2
2014,"US",10687,"United States",4,78.84146341,5.9
